Ref,programme_code,Sex,AgeGroup,age,CGPA,Semester1,Semester2,Semester3,Semester4,Semester5,Semester6,Semester7,Semester8,Sponsored,GRADUATED
9996753,15,0,2,36,3,2,3,2,3,3,3,3,2,0,1
9996754,15,0,1,29,3,3,3,2,3,3,3,2,2,0,1
9996755,92,0,2,43,3,3,3,4,3,4,3,3,3,0,1
9996756,92,0,2,47,3,2,2,3,2,3,3,2,3,0,1
9996757,15,0,1,33,2,2,2,2,2,2,3,2,2,0,0
9996758,87,0,1,30,3,3,3,3,3,3,4,3,3,0,1
9996759,1,0,1,34,3,2,3,3,3,3,4,3,3,0,1
9996761,15,0,2,40,3,2,3,2,3,3,3,3,3,0,1
9996762,17,0,1,32,3,3,4,2,3,4,4,4,3,1,1
9996763,15,0,2,45,3,2,3,3,3,3,3,3,4,1,1
9996764,95,1,1,29,2,2,2,2,2,3,2,3,2,0,0
9996765,14,0,1,32,3,2,3,2,2,2,3,3,3,0,0
9996766,89,1,1,35,2,2,2,0,3,2,3,2,2,0,0
9996767,1,0,1,32,3,2,2,2,2,3,2,3,3,0,1
9996768,19,1,1,31,2,2,2,2,2,2,3,3,3,1,1
9996769,15,0,2,41,3,2,3,2,2,2,3,3,3,0,1
9996770,45,0,1,32,2,2,0,2,2,2,5,2,3,0,0
9996771,11,0,1,33,3,2,2,2,2,2,3,2,3,0,1
9996773,16,1,1,31,3,2,3,2,2,2,3,4,2,1,1
9996774,15,0,2,41,3,2,3,2,3,3,3,3,3,0,1
9996775,92,0,2,38,3,2,3,3,3,3,3,2,3,0,1
9996776,15,1,1,30,2,2,2,3,2,2,3,3,0,0,0
9996777,2,0,2,37,3,2,2,3,2,2,3,3,3,0,1
9996778,98,1,1,30,3,3,2,2,2,3,4,2,3,0,1
9996779,16,0,1,33,2,2,0,2,0,0,0,0,2,0,0
9996780,92,1,1,33,3,2,3,4,3,4,4,3,4,0,1
9996781,2,1,1,29,2,2,2,0,0,3,3,2,2,0,0
9996782,92,0,1,31,3,3,3,4,3,4,3,4,3,0,1
9996784,11,0,2,40,2,2,2,2,0,2,2,2,2,0,0
9996785,92,0,2,39,3,3,3,4,3,3,4,3,3,0,1
9996786,78,1,1,34,2,2,2,2,0,2,4,3,2,1,0
9996787,95,0,2,43,3,2,2,2,0,2,3,3,3,0,1
9996788,11,0,1,31,3,3,3,3,3,3,2,3,3,0,1
9996789,95,0,1,32,3,2,2,3,2,2,3,3,4,0,1
9996790,19,1,1,31,3,3,3,3,3,3,3,3,3,0,1
9996791,11,0,1,35,2,2,0,3,2,2,3,2,3,0,0
9996792,92,0,1,35,0,2,2,3,3,3,3,3,0,0,0
9996793,92,0,1,34,2,2,2,2,2,2,3,2,3,0,0
9996794,89,1,1,30,0,3,2,2,2,2,5,2,2,1,0
9996796,2,1,2,36,2,2,2,0,1,2,3,0,0,0,0
9996797,42,1,1,33,3,2,0,0,2,3,3,4,2,0,0
9996800,92,0,2,38,4,3,3,4,3,4,3,3,4,0,1
9996801,15,0,1,30,0,1,2,0,2,0,2,0,0,0,0
9996802,2,1,1,30,1,1,2,1,2,0,0,0,1,0,0
9996803,92,1,2,43,0,1,0,2,2,3,3,2,0,0,0
9996804,92,0,2,36,3,2,3,4,3,3,3,3,3,0,1
9996805,95,1,1,32,3,2,2,2,3,3,4,3,4,1,1
9996806,17,0,1,30,3,3,2,2,3,3,3,2,2,0,1
9996807,15,1,2,39,2,0,0,2,0,2,3,2,2,1,0
9996808,24,0,2,37,2,2,0,2,2,2,2,2,3,0,0
9996809,95,0,1,33,2,2,2,2,2,2,2,2,3,0,0
9996810,24,0,1,33,3,4,3,3,4,4,4,3,3,0,1
9996811,45,1,1,31,3,2,2,2,2,3,4,3,3,1,1
9996812,95,0,2,41,3,2,2,2,2,2,2,3,3,0,1
9996814,15,0,2,44,3,2,3,2,2,2,3,3,3,0,1
9996816,2,1,1,31,3,2,3,2,2,2,3,2,2,0,0
9996817,94,0,2,36,3,2,3,3,3,3,3,3,3,0,1
9996818,15,1,1,31,3,2,3,2,2,2,3,2,2,0,1
9996819,17,1,1,30,2,2,2,2,3,3,3,2,2,0,0
9996820,95,0,1,35,3,2,3,2,3,2,3,2,3,0,1
9996821,11,1,2,37,3,2,2,2,3,3,3,3,3,0,1
9996823,15,1,1,35,3,2,3,2,2,2,3,3,3,1,1
9996824,2,1,1,33,3,3,3,2,2,2,3,3,2,0,0
9996826,97,0,1,32,3,2,2,3,2,0,5,2,2,1,0
9996827,95,0,2,46,3,2,2,3,2,2,4,2,4,0,1
9996828,15,1,1,31,0,2,3,2,3,2,3,3,0,0,0
9996829,33,0,1,28,3,2,2,3,3,4,4,4,4,1,1
9996830,17,0,1,30,2,2,1,0,3,3,2,3,3,1,0
9996831,16,0,1,28,4,4,4,4,4,3,4,4,4,0,1
9996832,17,1,1,27,3,3,2,2,0,2,3,3,2,1,0
9996833,30,0,1,28,3,3,2,2,3,3,3,2,3,1,1
9996834,98,0,1,28,3,3,3,2,4,3,4,2,2,1,0
9996835,97,0,1,30,3,3,2,2,2,3,4,3,3,1,1
9996836,24,1,1,35,3,3,2,2,2,2,3,2,4,0,1
9996837,44,1,1,33,2,3,2,3,3,2,3,0,3,1,0
9996839,44,0,1,27,3,3,2,2,3,2,4,1,3,1,0
9996840,96,0,1,30,2,2,2,2,2,2,3,2,2,1,0
9996841,16,0,1,29,3,2,3,3,2,2,3,3,3,1,1
9996842,1,0,1,26,3,2,3,3,3,2,3,3,3,1,1
9996843,41,1,1,29,3,3,3,3,4,3,4,3,3,1,1
9996844,17,1,1,30,2,2,0,2,1,2,2,0,2,1,0
9996845,87,1,1,31,3,3,2,2,2,3,3,2,3,1,1
9996846,96,0,1,27,3,3,3,2,3,3,3,3,2,1,1
9996847,3,0,1,30,3,2,3,3,3,3,3,2,4,1,1
9996848,1,0,1,26,2,2,0,2,2,2,2,2,3,1,0
9996849,41,1,1,26,3,4,2,2,3,3,3,2,3,1,0
9996851,5,0,1,27,2,2,0,0,2,3,2,3,2,1,0
9996852,44,1,1,30,3,3,3,3,3,3,5,2,3,1,1
9996853,42,0,1,27,3,3,2,3,3,3,4,2,4,1,1
9996854,1,1,1,27,3,2,0,2,3,3,3,3,3,1,1
9996855,1,0,1,27,3,2,2,3,3,4,3,3,3,1,1
9996856,1,1,1,30,2,2,1,2,2,3,2,2,2,1,0
9996857,33,1,1,26,3,2,2,2,2,3,2,3,3,1,1
9996858,44,0,1,26,3,3,2,2,3,3,4,2,3,1,1
9996859,14,1,1,27,3,4,3,3,3,3,3,4,3,1,1
9996862,11,0,1,29,3,2,2,3,2,2,3,3,2,0,1
9996863,17,0,1,27,1,2,0,1,2,1,0,2,0,1,0
9996864,18,1,1,29,2,2,2,2,2,2,2,2,3,1,0
9996865,15,1,1,34,3,2,3,2,3,2,3,3,3,1,1
9996866,17,1,1,26,3,3,3,3,2,3,2,3,4,1,1
9996868,5,1,1,26,4,3,4,3,5,4,3,4,4,1,1
9996869,15,0,1,30,3,2,3,3,3,3,3,3,4,1,1
9996870,1,0,1,29,3,2,2,3,3,3,3,3,3,1,1
9996871,17,0,1,26,4,4,4,3,4,4,4,4,4,1,1
9996872,5,0,1,26,2,1,3,2,2,2,2,3,2,1,0
9996873,77,1,1,27,3,3,2,2,3,2,4,3,3,1,1
9996874,45,0,1,26,3,3,2,2,3,3,3,3,3,1,1
9996875,44,1,1,28,0,3,2,2,2,2,4,0,2,1,0
9996875,44,1,1,28,2,3,2,2,2,2,4,0,2,1,0
9996876,2,1,1,30,3,3,4,0,2,3,2,2,3,1,0
9996877,89,1,1,33,3,4,3,3,3,3,4,2,4,1,1
9996878,17,1,1,31,4,4,4,3,3,4,3,4,4,1,1
9996879,44,0,1,27,3,4,3,3,4,3,4,3,4,1,1
9996880,87,0,2,38,3,2,3,3,3,3,3,3,3,1,1
9996881,78,0,1,27,3,3,3,2,2,3,3,3,3,1,0
9996882,97,0,1,28,3,3,3,4,3,3,3,4,4,1,1
9996883,45,0,1,29,3,2,2,2,3,3,0,3,3,0,0
9996884,86,0,1,30,4,2,3,4,3,4,4,4,4,1,1
9996885,25,0,1,27,3,3,2,2,3,3,4,3,3,1,1
9996886,77,0,1,28,2,3,2,0,2,0,2,0,4,0,0
9996888,24,1,2,46,2,2,2,2,0,0,3,2,3,0,0
9996889,5,1,1,28,3,2,3,3,3,3,3,3,4,1,1
9996890,17,1,1,30,3,2,2,2,2,3,2,3,3,1,1
9996891,5,1,1,26,3,2,3,3,4,3,3,3,3,0,1
9996892,41,1,1,27,3,3,2,3,3,3,4,3,3,1,1
9996893,16,0,1,29,2,2,2,2,0,2,2,2,2,1,0
9996894,3,0,1,31,3,1,2,2,3,3,2,3,3,1,0
9996895,15,0,1,32,2,1,2,2,3,2,2,2,3,1,0
9996896,41,0,1,33,3,3,3,3,2,2,4,3,3,1,0
9996898,33,1,1,28,2,1,2,2,2,0,3,0,2,1,0
9996899,17,0,1,34,3,2,3,2,3,3,3,3,3,0,1
9996900,25,0,1,30,3,3,2,2,3,2,3,2,3,1,0
9996901,2,1,1,29,2,3,2,2,2,2,2,0,2,1,0
9996902,95,0,2,41,3,3,3,2,3,3,3,3,3,0,1
9996903,87,0,1,34,4,3,3,3,3,3,4,4,4,1,1
9996904,25,1,1,28,4,4,4,4,4,4,4,3,3,1,1
9996905,45,0,1,27,3,4,3,3,3,3,5,3,2,1,1
9996906,44,1,1,29,3,2,2,2,3,2,4,0,3,1,0
9996907,29,0,1,27,0,1,2,2,2,2,2,0,0,1,0
9996908,2,0,1,28,2,2,2,2,3,2,2,2,3,1,0
9996909,89,0,1,26,3,3,2,3,3,4,5,3,4,1,1
9996910,97,0,1,26,3,3,2,3,3,3,4,3,3,1,1
9996911,77,1,1,28,3,2,2,2,3,2,3,3,3,1,1
9996912,89,1,1,31,3,3,2,2,3,2,3,2,2,1,0
9996913,41,0,1,27,4,4,3,4,4,3,4,4,4,1,1
9996914,42,1,1,29,2,3,2,2,2,0,3,0,2,1,0
9996915,18,0,1,31,3,3,3,3,3,4,4,4,4,1,1
9996916,94,0,1,28,3,2,3,2,2,2,2,3,3,0,1
9996917,1,1,1,30,2,2,2,2,2,2,2,2,2,1,0
9996918,5,0,1,27,3,3,3,3,4,4,4,3,4,1,1
9996919,3,0,1,28,3,2,3,3,3,3,3,3,3,1,1
9996920,17,0,1,30,3,3,2,2,2,2,3,3,3,1,1
9996921,5,1,1,29,4,3,3,3,4,4,4,4,4,1,1
9996922,2,1,1,27,3,2,3,2,2,3,3,3,3,1,1
9996923,78,1,1,33,3,3,2,2,2,3,4,3,3,0,0
9996924,4,1,1,34,3,2,2,3,3,4,3,3,3,1,1
9996925,2,1,1,30,3,2,2,2,2,3,2,3,3,1,1
9996926,1,0,1,30,3,3,3,3,4,4,4,3,4,1,1
9996927,18,1,1,29,2,2,2,0,2,2,2,0,2,1,0
9996928,42,1,1,27,3,2,2,3,3,3,5,3,4,1,1
9996929,25,1,1,30,3,3,3,2,3,3,3,2,2,1,0
9996930,42,1,1,29,3,3,3,3,3,3,4,3,4,1,1
9996931,44,1,1,31,3,3,2,2,2,2,4,2,3,1,0
9996932,96,0,1,26,3,3,2,3,4,4,3,3,3,1,1
9996933,17,0,1,27,2,2,0,2,2,2,2,2,3,1,0
9996934,5,0,1,26,2,2,3,0,2,0,2,0,3,0,0
9996936,1,0,1,26,2,2,2,2,2,2,2,2,2,1,0
9996937,5,1,1,27,2,2,2,2,3,2,2,2,3,1,0
9996938,41,0,1,27,3,4,2,3,3,3,4,3,4,1,1
9996939,42,1,1,28,3,3,2,2,3,3,4,0,3,1,0
9996940,14,0,1,26,4,3,3,3,4,3,4,4,4,1,1
9996941,44,0,1,27,3,2,2,2,4,4,4,3,4,1,1
9996943,1,0,1,28,2,1,0,2,0,2,2,2,2,1,0
9996944,2,0,1,28,3,2,2,2,3,2,3,3,3,1,1
9996945,77,0,1,27,4,4,3,2,4,4,4,4,5,1,1
9996946,5,0,1,26,3,2,3,3,3,4,3,4,3,1,1
9996947,44,0,2,39,3,3,2,2,3,3,5,2,3,1,0
9996948,16,1,1,30,2,2,2,2,1,0,2,2,2,1,0
9996950,18,1,1,30,2,2,2,2,2,2,3,2,2,1,0
9996951,97,0,1,31,3,3,2,2,3,2,3,3,3,1,1
9996952,15,0,1,29,3,2,3,2,3,2,3,3,4,1,1
9996953,14,1,1,28,3,3,3,4,3,2,3,3,4,1,1
9996954,14,1,1,28,3,3,3,3,3,3,3,3,3,1,1
9996955,42,1,1,27,2,4,3,2,2,2,3,2,2,1,0
9996956,15,0,1,29,3,2,3,2,3,3,3,3,3,1,1
9996957,96,0,1,28,3,3,2,2,2,2,2,2,3,1,1
9996958,87,1,1,31,3,3,4,3,3,3,4,3,4,1,1
9996959,15,0,1,27,4,3,4,3,3,3,4,3,4,1,1
9996960,42,1,1,28,2,2,2,2,2,0,3,0,2,1,0
9996961,98,0,1,26,4,4,4,4,4,4,4,4,3,1,1
9996962,85,1,1,30,3,2,2,3,3,3,3,2,3,1,1
9996963,41,0,1,30,3,3,3,3,3,3,4,4,4,1,1
9996964,14,0,1,26,2,2,2,2,2,2,2,0,2,1,0
9996965,41,0,1,30,3,3,2,3,3,3,4,3,4,1,1
9996966,17,1,1,26,3,2,2,2,2,3,3,3,3,1,1
9996967,89,0,1,29,4,4,3,3,3,4,5,4,4,1,1
9996968,85,0,1,34,2,2,2,2,2,0,2,0,4,1,0
9996969,2,0,1,27,2,2,1,0,2,0,2,2,2,1,0
9996970,2,1,1,32,3,4,3,3,3,3,3,3,3,0,1
9996971,25,0,1,26,3,2,3,2,3,2,3,2,3,0,1
9996972,5,0,1,29,2,2,2,2,1,4,0,2,2,1,0
9996974,25,1,1,27,3,3,3,2,3,2,4,3,2,1,1
9996975,17,0,0,25,3,2,2,2,3,3,3,4,3,1,1
9996976,44,1,1,33,2,2,2,2,3,2,3,0,3,1,0
9996977,1,0,1,34,3,3,2,3,3,2,2,3,3,0,1
9996978,97,0,1,30,3,4,3,3,3,3,4,3,4,1,1
9996979,18,1,1,27,2,2,0,1,2,2,2,1,2,1,0
9996979,18,1,1,27,1,2,0,1,2,2,2,1,2,1,0
9996980,96,0,1,27,3,2,2,3,3,2,4,3,3,1,1
9996981,44,0,1,28,2,3,2,0,2,2,3,0,2,1,0
9996982,17,0,1,27,3,3,3,3,2,3,3,4,3,1,1
9996984,25,1,1,28,3,3,2,2,3,2,3,2,2,1,0
9996985,85,0,1,31,3,2,2,2,2,3,3,2,3,1,0
9996986,41,1,1,32,3,3,2,2,2,0,4,2,3,1,1
9996987,5,1,1,27,4,3,4,4,4,5,4,4,4,1,1
9996989,1,0,1,33,2,2,2,2,2,2,2,2,2,1,0
9996990,44,1,1,30,3,2,2,0,2,2,4,2,3,1,0
9996991,25,1,1,28,3,3,2,2,3,3,4,2,2,1,0
9996992,1,1,1,27,2,2,2,2,2,2,3,2,3,1,0
9996993,5,1,1,27,2,2,2,0,2,2,3,2,3,1,0
9996994,17,1,1,27,3,3,3,3,3,4,3,4,4,1,1
9996995,42,1,1,29,4,4,3,3,3,4,5,4,4,1,1
9996997,97,0,1,27,3,3,2,3,2,3,3,3,3,1,1
9996998,30,0,1,26,3,3,3,2,3,4,3,3,4,1,1
9996999,96,0,1,27,3,3,2,3,3,3,4,3,3,1,1
9997000,44,1,1,26,3,3,2,2,2,2,4,0,3,1,0
9997001,45,0,1,27,3,2,0,2,3,2,4,3,3,1,1
9997002,2,0,1,27,3,2,2,2,3,2,2,2,3,1,1
9997003,86,1,1,32,3,2,3,3,2,3,2,2,4,1,1
9997004,19,0,1,26,3,2,2,2,3,3,3,3,3,0,1
9997005,5,1,1,27,3,2,2,2,2,3,3,3,3,1,1
9997006,1,0,1,33,2,1,0,2,0,3,2,2,3,1,0
9997007,14,0,0,25,4,3,3,3,4,3,4,4,3,1,1
9997008,14,0,1,26,4,4,3,3,4,3,4,4,3,1,1
9997009,42,0,1,28,3,4,3,3,3,3,4,3,4,1,1
9997010,17,1,1,28,3,2,2,2,2,3,2,3,3,0,1
9997011,14,0,1,28,3,3,3,3,2,3,3,3,4,0,1
9997012,2,0,1,27,3,3,3,2,2,3,3,3,3,1,1
9997013,5,1,1,27,3,3,3,2,4,3,4,3,4,1,1
9997014,16,0,1,30,2,2,2,2,0,2,2,2,2,1,0
9997015,2,1,1,29,2,2,2,2,2,0,2,2,2,1,0
9997016,44,1,1,27,3,3,2,2,2,2,3,2,3,1,0
9997017,97,0,1,28,3,3,2,3,3,2,4,3,3,1,1
9997018,25,0,1,30,3,3,2,2,3,2,3,3,3,1,0
9997019,2,0,1,27,3,2,2,2,3,3,3,3,3,1,1
9997020,41,1,1,31,3,3,2,3,3,3,4,3,3,1,1
9997021,97,0,1,26,3,3,3,3,3,3,3,4,3,1,1
9997022,18,0,1,26,3,3,3,2,3,3,3,3,3,1,1
9997023,18,0,1,29,3,2,3,2,3,3,3,3,3,1,1
9997024,86,0,1,26,3,3,3,4,3,4,4,4,3,1,1
9997025,42,1,1,32,3,4,2,3,3,3,3,3,4,1,1
9997026,15,1,2,38,3,2,3,2,3,2,3,3,3,1,1
9997028,45,0,1,27,3,4,2,3,3,4,4,3,4,1,1
9997029,96,0,1,30,3,3,2,2,3,2,3,3,2,1,1
9997030,77,1,1,31,2,3,2,0,3,2,3,2,3,1,0
9997032,15,0,1,27,3,3,3,3,3,4,3,3,4,1,1
9997033,98,0,1,30,3,4,3,3,3,3,4,3,3,1,1
9997034,41,0,1,28,3,4,3,2,3,2,4,3,4,1,1
9997035,98,1,1,31,3,3,2,3,3,2,0,3,3,0,0
9997036,5,1,1,30,2,2,2,2,3,3,3,2,2,1,0
9997038,5,0,1,28,1,1,0,1,2,1,0,0,2,1,0
9997039,5,0,1,27,3,3,3,4,4,4,3,4,3,1,1
9997040,5,1,1,26,2,2,3,2,3,2,2,2,0,1,0
9997042,15,0,1,29,3,2,3,2,2,3,3,3,3,1,1
9997043,98,0,1,27,3,3,3,3,3,2,3,3,2,1,1
9997044,33,1,1,27,3,3,3,2,3,3,3,4,4,1,1
9997045,2,1,1,30,3,3,3,4,4,4,3,3,4,1,1
9997046,17,0,1,26,4,4,3,3,3,4,4,4,4,1,1
9997047,97,0,1,28,4,4,3,4,4,3,5,4,4,1,1
9997048,77,0,1,30,3,3,2,2,2,3,4,2,3,1,0
9997049,4,0,1,26,3,2,2,2,3,3,2,2,3,1,0
9997050,1,1,1,32,2,1,0,2,0,2,2,2,2,1,0
9997051,17,0,1,28,2,2,2,2,2,2,2,3,3,1,0
9997052,5,1,1,30,4,2,3,3,5,4,4,3,4,0,1
9997053,5,0,1,27,2,2,2,3,0,3,2,2,2,1,0
9997054,17,0,1,26,3,4,3,3,3,3,4,4,4,1,1
9997055,78,0,1,28,3,3,2,2,2,2,4,3,3,1,0
9997055,78,0,1,28,3,3,2,2,2,2,4,3,3,1,1
9997056,30,1,0,25,2,2,2,2,2,3,3,2,3,1,0
9997057,1,0,1,28,3,2,2,2,2,3,3,3,3,1,1
9997058,42,1,1,26,3,4,3,3,3,3,2,2,3,1,1
9997059,2,0,1,32,2,1,1,3,1,1,1,3,2,1,0
9997060,89,1,1,31,3,4,3,3,2,2,4,2,2,1,0
9997061,3,0,1,27,3,2,2,3,3,2,3,2,3,1,1
9997062,1,0,1,27,2,2,2,2,2,2,2,2,2,1,0
9997063,86,0,1,34,3,2,3,3,2,3,3,3,4,1,1
9997064,1,0,1,34,3,2,2,2,3,4,3,3,3,1,1
9997065,4,1,1,32,3,3,3,3,3,4,3,3,3,1,1
9997066,42,0,1,28,4,4,3,3,4,4,3,4,4,1,0
9997067,86,0,1,29,3,3,3,4,3,4,4,3,4,0,1
9997068,1,1,1,32,2,2,2,0,2,2,3,2,2,1,0
9997069,33,0,1,29,3,2,2,2,3,4,3,4,4,1,1
9997070,19,1,1,27,3,2,2,3,3,3,3,3,3,1,1
9997071,42,1,2,36,2,2,2,0,2,2,4,1,3,1,0
9997072,14,1,1,30,3,3,3,2,3,2,3,3,3,1,1
9997076,15,0,1,29,2,2,3,2,2,2,2,2,2,1,0
9997077,19,0,1,30,3,2,3,3,3,4,4,4,4,1,1
9997078,41,0,1,27,3,3,2,3,3,3,4,3,4,1,1
9997080,42,1,1,26,1,2,0,2,1,2,2,2,0,1,0
9997081,1,0,1,32,3,3,2,2,2,3,2,2,3,1,0
9997082,42,1,1,27,3,3,2,2,3,3,4,3,4,1,1
9997083,45,1,1,31,3,2,1,2,2,2,4,2,3,1,0
9997084,2,1,1,31,3,3,4,2,3,3,2,3,3,1,1
9997085,17,1,1,27,4,3,3,3,4,5,4,4,4,1,1
9997086,5,1,1,27,3,2,2,3,2,3,2,3,4,1,1
9997087,5,1,1,27,2,3,3,2,3,2,0,2,3,1,0
9997088,17,0,1,26,3,3,3,3,3,3,3,4,3,1,1
9997089,19,0,1,31,2,2,2,0,3,2,2,2,2,1,0
9997090,41,1,1,29,3,2,2,2,2,2,4,2,3,0,0
9997091,98,0,1,27,2,3,2,2,2,2,2,2,2,1,0
9997092,1,1,1,29,2,2,2,2,2,2,2,2,2,1,0
9997093,45,0,1,28,3,3,2,3,3,3,2,3,3,1,1
9997094,42,1,1,29,3,3,2,2,3,3,5,3,4,1,1
9997095,87,1,1,31,3,2,3,3,3,3,4,3,3,1,1
9997096,17,0,1,28,3,3,3,3,3,4,4,4,3,1,1
9997097,5,0,1,27,4,2,4,3,4,3,4,4,4,1,1
9997098,96,1,1,28,3,3,2,2,3,2,4,2,3,1,1
9997099,1,0,1,29,2,2,0,2,2,2,2,0,2,1,0
9997100,87,0,1,28,2,3,3,2,0,2,2,2,2,0,0
9997101,33,0,1,27,3,2,3,2,2,2,3,4,4,1,1
9997102,78,1,1,30,3,3,2,2,3,3,5,3,3,1,1
9997103,2,1,1,26,2,2,3,0,2,0,2,2,2,1,0
9997104,17,0,1,27,2,3,0,0,3,3,2,3,2,1,0
9997105,5,0,1,28,3,2,3,3,3,3,3,3,4,0,1
9997106,19,0,1,27,3,2,3,2,3,4,3,4,3,1,1
9997107,42,1,1,31,2,3,0,2,0,1,2,2,4,1,0
9997108,87,1,1,29,4,3,4,4,3,4,4,4,4,1,1
9997109,89,1,1,29,3,4,3,2,2,3,4,2,3,1,1
9997110,45,0,1,27,4,4,3,4,3,3,4,3,4,1,1
9997111,15,0,1,28,3,3,4,3,3,3,3,3,3,1,1
9997112,16,0,1,26,2,2,3,3,0,2,2,2,2,0,0
9997113,41,0,0,25,4,3,3,4,3,3,4,3,4,1,1
9997114,9,1,1,26,2,2,2,2,3,0,3,2,2,0,0
9997115,17,1,1,33,0,2,2,0,0,2,0,2,2,1,0
9997115,17,1,1,33,2,2,2,0,0,2,0,2,2,1,0
9997116,17,0,1,26,3,2,2,3,3,3,3,3,3,1,1
9997117,42,0,1,27,3,3,3,2,3,2,4,2,3,1,1
9997118,15,0,1,29,3,2,3,2,3,3,3,2,2,1,0
9997119,3,0,1,28,3,2,2,2,3,2,3,3,3,1,1
9997120,15,0,1,27,3,3,3,4,3,3,4,4,3,1,1
9997121,44,0,1,27,3,3,3,3,3,3,4,3,4,1,1
9997122,5,0,1,26,3,3,4,2,3,3,3,3,4,1,1
9997123,5,1,1,27,2,2,2,2,2,0,2,2,0,1,0
9997124,42,0,1,28,3,2,2,2,2,3,4,2,4,1,0
9997125,41,1,1,29,2,3,2,1,2,2,3,0,2,1,0
9997126,16,0,1,28,2,2,2,2,0,1,2,3,3,0,0
9997127,85,1,1,31,2,2,2,2,2,3,3,2,2,1,0
9997128,1,0,1,31,2,2,2,2,2,2,2,2,2,1,0
9997129,97,0,1,30,3,2,2,3,2,2,3,2,3,1,1
9997130,14,1,1,29,3,3,3,3,3,3,3,3,3,1,1
9997131,96,0,1,27,3,3,3,3,3,3,4,3,3,1,1
9997132,89,1,1,34,2,3,3,2,2,2,4,0,2,1,0
9997133,86,0,2,41,4,2,3,4,3,4,4,4,3,1,1
9997134,1,0,1,27,3,2,2,3,3,3,3,3,3,1,1
9997135,15,0,1,27,3,2,3,3,3,3,3,3,4,1,1
9997136,78,1,1,28,3,3,3,2,3,3,4,3,3,1,1
9997137,18,1,1,27,2,2,1,2,3,2,3,0,2,0,0
9997138,2,1,1,30,2,3,2,3,2,2,2,2,3,1,0
9997139,14,1,1,26,3,3,3,3,3,3,4,4,3,1,1
9997140,17,0,1,26,3,3,3,2,3,3,2,2,2,1,1
9997141,14,0,0,25,4,4,3,3,4,3,4,4,3,1,1
9997142,15,0,1,29,3,3,3,3,3,3,3,3,3,1,1
9997143,33,0,1,32,3,2,3,2,3,3,3,3,3,1,1
9997144,2,1,1,27,3,4,3,3,2,3,3,2,3,1,1
9997146,5,1,1,26,2,2,0,2,2,2,2,2,2,1,0
9997147,5,0,1,26,3,2,2,2,2,3,3,3,3,1,1
9997148,98,1,1,30,3,4,3,3,3,3,3,3,3,1,1
9997149,78,1,1,29,3,4,3,3,3,3,5,3,4,1,1
9997150,77,1,1,30,3,3,2,2,3,3,4,3,4,1,1
9997151,3,0,1,27,3,2,3,3,3,3,3,3,4,1,1
9997152,1,0,1,26,3,2,3,3,3,3,3,3,3,1,1
9997153,86,1,1,29,3,2,2,3,2,3,2,2,3,1,0
9997154,97,0,1,29,3,3,3,3,3,3,3,3,3,1,1
9997155,86,0,1,30,3,2,3,4,3,3,4,3,4,1,1
9997156,2,1,1,34,3,2,2,2,3,2,3,3,3,1,1
9997157,1,1,1,30,3,2,3,2,3,2,2,3,2,1,1
9997159,17,0,1,27,2,2,2,2,2,2,2,2,2,1,0
9997160,17,1,1,31,2,3,2,2,0,2,0,2,3,1,0
9997161,42,1,1,30,3,3,3,2,2,2,4,2,3,1,1
9997162,17,1,1,28,3,2,3,3,2,4,3,3,3,1,1
9997163,41,1,1,26,3,3,2,2,2,2,4,2,3,1,1
9997164,16,1,1,27,2,2,3,2,2,2,2,3,2,1,0
9997165,2,1,1,27,3,2,3,2,3,3,3,2,3,1,0
9997166,96,1,1,27,3,3,2,3,3,3,3,3,3,1,1
9997167,96,0,1,30,3,3,3,2,3,3,3,3,3,1,1
9997168,2,0,1,28,3,2,3,2,3,2,2,3,3,1,0
9997169,87,1,1,30,2,2,2,2,2,2,2,2,2,1,0
9997172,95,0,1,26,3,3,3,3,4,4,4,3,2,0,1
9997173,5,0,1,27,2,2,2,0,0,2,0,3,3,1,0
9997174,86,0,1,30,3,2,3,3,3,3,3,3,4,1,1
9997175,17,0,1,27,4,4,4,3,3,4,4,4,4,1,1
9997176,42,1,1,28,3,3,2,2,3,3,4,3,3,1,1
9997177,5,1,1,27,3,3,4,3,4,3,4,3,4,1,1
9997178,5,0,1,26,3,2,3,3,2,3,2,2,3,1,0
9997179,85,0,1,31,3,2,2,3,3,4,4,2,3,1,1
9997180,2,0,1,29,3,2,3,2,3,2,2,2,3,1,1
9997181,41,0,1,27,4,4,3,3,3,4,4,4,4,1,1
9997182,18,1,1,30,2,2,2,2,2,2,2,2,3,1,0
9997183,1,1,1,33,2,2,2,0,2,3,3,3,2,1,0
9997185,42,0,1,29,3,3,3,3,3,3,5,3,4,1,1
9997186,96,0,1,27,2,3,2,2,2,2,3,2,2,1,0
9997187,14,0,1,28,3,2,2,3,3,3,3,3,3,0,1
9997188,44,1,1,30,3,3,3,2,3,2,4,2,3,1,1
9997189,5,1,1,31,4,4,4,3,4,4,4,4,4,1,1
9997190,25,1,1,28,2,2,2,2,2,2,3,2,2,0,0
9997191,17,1,1,28,4,3,3,4,4,4,4,4,4,0,1
9997192,19,0,1,27,3,3,2,3,3,4,3,3,2,1,1
9997193,19,0,1,27,2,2,1,2,2,2,2,2,4,1,0
9997194,30,0,1,28,3,3,2,2,3,3,3,3,3,1,1
