Ref,Sex,AgeGroup,programme_code,CGPA,Semester1,Semester2,Semester3,Semester4,Semester5,Semester6,Semester7,Semester8,GRADUATED
STU6034,1,1,89,2,2,2,2,0,2,4,2,2,0
STU6004,1,1,42,3,3,2,2,2,2,4,3,3,1
STU6005,0,1,96,2,2,0,3,2,2,3,2,2,0
STU6006,0,1,45,3,2,2,3,3,3,4,4,3,1
STU6007,0,1,45,3,2,2,3,2,3,3,4,3,1
STU5998,1,1,77,3,3,2,2,3,3,4,4,4,1
STU5999,0,1,25,3,3,3,2,3,2,4,3,3,1
STU6000,1,1,10,3,2,2,2,4,3,3,3,3,1
STU6001,0,1,45,3,2,2,2,3,3,4,3,3,1
STU6002,1,1,42,3,4,3,2,3,3,5,3,4,1
STU5990,1,1,41,3,3,3,3,3,3,4,3,4,1
STU5991,1,1,41,3,3,3,3,3,3,4,3,3,1
STU5993,1,1,41,3,3,2,2,3,2,4,2,3,1
STU5994,1,1,41,3,4,4,3,2,3,4,3,3,1
STU5995,1,1,41,3,3,2,3,2,2,4,3,3,1
STU5996,0,1,41,3,3,3,3,3,3,4,3,3,1
STU5972,0,1,41,4,3,3,3,4,3,4,4,4,1
STU5973,1,1,77,3,2,3,0,3,3,5,2,4,1
STU5974,1,1,41,2,2,3,3,0,3,4,0,2,0
STU5975,1,1,45,3,3,2,0,2,0,4,2,3,0
STU5976,1,1,41,3,3,3,4,3,3,4,4,4,1
STU5977,1,1,41,3,2,3,3,2,3,4,3,3,1
STU5978,1,1,77,2,2,2,1,2,0,4,2,2,0
STU5979,1,1,41,4,4,3,4,3,3,5,4,3,1
STU5980,1,1,42,3,3,2,3,2,2,5,2,3,1
STU5981,1,1,96,2,2,2,3,2,2,4,2,2,0
STU5982,0,1,14,2,3,2,0,2,0,3,3,3,0
STU5983,1,1,41,3,3,3,3,3,3,4,4,3,1
STU5984,0,1,41,3,2,2,3,3,3,5,3,3,1
STU5985,0,1,41,3,3,2,2,2,2,4,3,3,1
STU5986,0,1,45,4,4,4,4,4,4,5,4,5,1
STU5962,0,1,19,3,3,3,2,2,4,3,3,2,1
STU5963,1,1,1,2,2,2,2,3,3,2,1,0,0
STU5964,1,1,44,3,3,2,2,2,0,4,2,2,0
STU5965,0,1,77,2,2,0,2,0,0,4,2,3,0
STU5966,0,1,42,2,2,0,1,2,0,4,1,2,0
STU5967,0,1,42,3,2,2,2,3,2,4,2,3,1
STU5944,0,1,95,2,2,3,2,2,3,2,3,0,0
STU5945,0,1,96,3,2,2,2,3,2,4,2,2,0
STU5946,0,1,92,3,3,3,4,3,4,4,3,3,1
STU5949,0,1,19,2,2,0,2,0,2,3,2,3,0
STU5950,1,1,19,2,2,2,0,2,2,2,2,2,0
STU5951,0,1,5,4,3,4,4,4,4,4,4,4,1
STU5952,0,1,16,3,3,3,3,2,3,3,4,2,1
STU5953,1,1,19,2,2,2,2,2,3,3,3,0,0
STU5954,0,1,17,3,2,2,2,3,4,3,3,2,1
STU5955,0,1,3,3,2,3,2,3,2,3,2,3,1
STU5956,0,1,1,3,2,2,2,3,3,3,3,3,1
STU5957,0,1,1,3,2,3,2,2,3,2,3,3,1
STU5958,0,1,19,3,3,2,2,2,3,3,3,3,1
STU5959,0,1,19,2,1,2,1,2,0,3,2,0,0
STU5960,1,1,19,2,2,2,2,2,2,3,2,3,0
STU5938,1,1,44,3,3,3,3,4,2,3,3,3,1
STU5939,1,1,41,4,3,4,4,3,3,4,4,3,1
STU5940,1,1,44,2,2,2,2,2,2,3,2,3,0
STU5941,0,1,2,2,3,2,2,2,2,3,3,3,0
STU5942,1,1,44,3,3,2,2,3,3,5,3,3,1
STU5936,0,1,44,3,3,2,2,3,3,5,3,4,1
STU5931,1,1,44,3,3,2,2,3,3,4,3,4,1
STU5932,1,1,3,3,2,2,2,3,3,3,2,3,0
STU5933,0,1,95,3,3,3,3,3,3,3,2,3,1
STU5911,0,1,14,2,2,2,2,2,2,2,2,2,0
STU5928,0,1,11,2,2,0,2,2,0,2,2,1,0
STU5929,0,1,95,3,3,3,4,3,4,3,3,4,1
STU5924,0,1,3,3,2,2,2,2,2,3,2,3,1
STU5925,0,1,94,3,2,2,2,3,2,3,3,3,1
STU5905,1,1,98,3,4,3,3,2,2,4,2,3,1
STU5906,1,1,98,3,4,3,3,3,2,4,2,0,0
STU5907,1,1,89,2,3,2,2,2,2,3,2,2,0
STU5908,1,1,89,3,3,2,2,2,2,4,2,3,1
STU5909,0,1,14,3,3,3,3,3,2,3,3,4,0
STU5880,0,1,45,3,2,2,3,2,2,4,3,2,1
STU5881,1,1,45,2,2,2,2,0,2,4,2,3,0
STU5882,0,1,45,3,2,2,2,3,3,2,3,3,1
STU5913,0,1,11,2,3,2,2,2,2,2,2,1,0
STU5914,1,1,87,3,3,3,3,3,3,4,2,3,1
STU5915,0,1,87,3,3,3,3,3,4,3,4,3,1
STU5916,0,1,87,3,2,3,3,2,3,4,3,2,1
STU5917,0,1,16,2,0,2,2,2,2,2,2,0,0
STU5918,0,1,87,3,2,3,3,3,3,3,2,4,1
STU5920,0,1,15,2,0,2,2,2,2,3,0,2,0
STU5921,0,1,1,2,2,2,2,0,3,2,2,2,0
STU5922,0,1,16,2,2,2,2,0,2,2,3,3,0
STU5886,0,1,30,3,0,2,3,3,2,3,2,3,0
STU5887,0,1,30,2,0,2,2,2,2,3,2,2,0
STU5888,0,1,25,3,3,2,2,3,3,4,4,3,1
STU5889,0,1,18,2,2,2,3,3,3,3,2,3,1
STU5890,0,1,25,3,2,2,2,3,2,4,3,3,0
STU5891,0,1,25,2,2,0,2,2,1,5,3,3,0
STU5892,1,1,29,2,2,3,2,2,2,2,2,3,0
STU5893,0,1,78,4,3,3,4,3,4,4,4,4,1
STU5894,0,1,78,3,3,3,3,3,3,4,3,3,1
STU5895,0,1,78,3,3,2,2,2,2,5,3,3,1
STU5896,1,1,29,3,3,2,2,3,2,3,3,3,1
STU5897,1,1,15,3,2,2,2,3,3,3,3,4,1
STU5898,0,1,96,2,2,2,0,2,1,4,0,2,0
STU5899,0,1,1,2,2,2,2,2,2,2,2,0,0
STU5900,1,1,96,3,2,2,2,2,2,5,3,3,1
STU5901,0,1,96,3,3,2,3,2,2,4,2,3,1
STU5902,0,1,89,2,2,0,2,2,2,5,2,3,0
STU5903,0,1,89,3,3,3,3,3,3,4,4,3,1
STU5878,0,1,97,3,2,3,4,3,3,4,3,4,1
STU5860,0,1,16,3,3,3,3,3,3,3,3,3,0
STU5873,0,1,41,3,3,3,2,2,2,4,2,3,1
STU5874,0,1,97,3,2,2,3,2,3,3,3,3,1
STU5875,0,1,97,3,3,3,3,3,3,4,3,3,1
STU5876,0,1,97,4,2,3,4,4,4,5,4,4,1
STU5868,1,1,5,2,3,0,0,3,2,3,0,1,0
STU5869,1,1,5,3,2,2,3,4,3,4,3,4,1
STU5870,0,1,44,2,2,2,0,2,0,3,2,3,0
STU5864,1,1,98,3,3,3,2,3,3,3,2,2,0
STU5865,1,1,1,2,2,2,2,2,2,2,2,3,0
STU5866,1,1,41,3,3,3,3,3,3,5,4,3,1
STU5851,0,1,15,3,3,3,3,3,3,3,3,3,1
STU5852,1,1,15,3,3,3,2,3,3,3,3,3,1
STU5853,1,1,14,4,4,3,4,4,3,4,4,4,1
STU5854,1,1,41,3,2,2,2,3,3,4,2,3,1
STU5840,0,1,95,3,3,3,3,4,3,3,3,3,1
STU5856,0,1,94,3,2,2,2,2,2,3,2,3,1
STU5857,1,1,96,2,2,2,2,2,2,4,2,2,0
STU5858,0,1,16,2,0,2,2,2,2,2,3,2,0
STU5842,1,1,1,2,3,3,2,2,2,2,2,3,0
STU5843,0,1,1,3,2,3,3,2,3,3,3,3,1
STU5844,1,1,15,2,0,2,0,2,2,2,2,2,0
STU5845,1,1,1,3,3,3,3,3,3,2,3,2,1
STU5848,1,1,9,3,2,0,2,3,3,3,2,2,0
STU5849,1,1,14,2,3,3,2,3,3,2,2,2,0
STU5833,0,1,95,3,2,2,0,2,2,3,3,3,1
STU5831,0,1,5,3,3,3,0,4,3,2,2,2,0
STU5835,0,1,15,2,2,3,2,3,3,3,2,3,0
STU5836,0,1,16,2,2,2,2,0,2,2,2,2,0
STU5838,0,1,10,3,3,3,2,5,4,3,3,4,1
STU5829,1,1,89,4,4,4,2,4,4,3,3,3,1
STU5826,1,1,5,3,3,3,3,3,3,3,2,3,1
STU5827,0,1,1,2,2,3,2,2,2,3,2,2,0
STU5824,0,1,11,2,2,2,2,2,2,2,2,3,0
STU5820,0,1,97,3,2,3,3,4,3,4,2,3,1
STU5818,1,1,1,2,2,2,2,2,2,2,2,3,0
STU5814,0,1,5,3,3,4,3,3,3,2,2,3,1
STU5815,0,1,17,3,2,2,2,4,4,3,3,3,1
STU5816,0,1,97,4,4,4,3,4,4,4,4,4,1
STU5808,0,1,1,3,3,3,2,2,3,3,3,3,1
STU5809,1,1,15,2,0,2,2,2,2,2,2,0,0
STU5810,0,1,14,4,3,3,3,4,4,4,3,3,1
STU5811,1,1,19,3,2,2,2,3,2,3,2,3,1
STU5806,0,1,19,2,0,2,0,3,3,2,0,0,0
STU5804,0,1,44,3,3,3,3,4,4,4,3,3,1
STU5799,0,1,15,3,2,2,2,3,3,3,3,4,1
STU5794,0,1,45,3,4,3,3,3,4,3,3,4,1
STU5795,1,1,89,3,3,3,0,3,3,4,2,3,1
STU5796,1,1,25,3,2,3,2,3,2,4,2,3,1
STU5797,0,1,11,2,2,2,1,2,2,2,2,2,0
STU5788,1,1,20,2,2,2,0,2,2,0,2,0,0
STU5789,0,1,17,3,2,2,2,3,4,3,3,2,1
STU5790,1,1,10,3,0,2,0,4,3,3,0,3,0
STU5791,1,1,5,3,2,3,2,3,4,3,2,2,1
STU5792,1,1,14,4,4,3,3,4,4,4,4,4,1
STU5786,1,1,25,3,3,3,2,3,2,3,2,3,1
STU5773,1,1,42,2,3,2,2,2,0,5,0,3,0
STU5782,0,1,1,2,2,2,2,2,3,2,2,3,0
STU5783,1,1,87,3,2,3,2,3,3,3,3,3,1
STU5784,1,1,15,2,0,3,2,3,2,3,2,2,0
STU5779,0,1,45,3,2,3,2,2,3,4,3,3,1
STU5771,0,1,15,3,2,3,2,3,3,3,3,3,1
STU5766,1,1,17,2,2,2,1,3,3,3,2,2,0
STU5763,0,1,19,3,2,3,2,3,4,3,4,2,1
STU5764,0,1,15,3,2,2,2,3,3,3,3,3,1
STU5760,1,1,41,3,3,3,2,3,2,4,3,2,0
STU5761,1,1,5,1,0,1,0,2,0,0,0,0,0
STU5676,0,1,41,4,4,4,4,4,4,4,4,5,1
STU5752,1,1,87,3,3,3,2,2,3,3,3,3,0
STU5754,0,1,16,2,2,2,2,2,2,2,3,2,0
STU5755,1,1,2,3,2,3,2,4,3,3,3,2,0
STU5756,0,1,17,3,3,2,2,3,3,2,2,2,1
STU5757,0,1,16,2,1,2,0,2,2,2,3,2,0
STU5758,0,1,15,3,2,3,2,3,3,3,3,4,1
STU5750,1,1,87,2,2,2,2,2,2,2,2,3,0
STU5745,0,1,15,3,2,3,2,3,3,3,3,4,1
STU5746,1,1,2,3,3,3,2,2,3,3,3,2,0
STU5740,1,1,5,2,3,2,0,2,2,2,1,2,0
STU5741,0,1,1,2,2,3,2,2,2,2,2,3,0
STU5735,1,1,1,3,3,2,2,3,3,2,3,3,1
STU5736,0,1,1,2,2,2,2,3,2,2,2,3,0
STU5737,1,1,44,2,3,3,2,3,2,3,0,2,0
STU5729,0,1,19,3,3,3,2,3,3,4,3,4,1
STU5730,1,1,98,3,3,3,2,4,3,4,4,4,1
STU5727,1,1,97,3,4,3,2,4,3,4,3,3,1
STU5719,1,1,17,2,2,0,0,3,3,3,3,3,0
STU5720,0,1,5,3,2,2,0,3,4,3,3,3,0
STU5721,0,1,1,2,2,2,2,2,2,0,2,3,0
STU5716,1,1,1,2,2,3,2,2,2,2,3,3,0
STU5714,1,1,41,3,3,3,2,3,3,3,2,3,1
STU5710,1,1,14,3,3,3,3,3,3,3,3,2,1
STU5712,1,1,30,2,3,2,0,3,3,2,0,2,0
STU5698,0,1,1,3,2,3,3,2,2,3,3,3,1
STU5699,0,1,24,2,0,2,0,3,3,2,2,1,0
STU5696,0,1,42,3,3,3,3,3,3,4,4,4,1
STU5703,0,1,16,3,2,2,2,2,3,3,3,3,1
STU5704,1,1,17,4,3,3,3,4,4,4,4,3,1
STU5705,0,1,14,3,3,2,3,3,3,3,3,3,0
STU5706,1,1,4,3,2,3,2,4,4,3,2,2,1
STU5707,0,1,14,3,3,3,4,4,3,4,3,3,1
STU5708,1,1,14,3,2,2,3,3,3,3,3,2,1
STU5692,0,1,19,3,2,3,2,3,4,3,3,3,0
STU5693,0,1,17,3,2,2,2,3,4,3,4,3,1
STU5689,0,1,5,3,3,3,4,3,4,2,3,3,0
STU5690,1,1,33,3,3,3,3,4,3,3,3,3,1
STU5681,1,1,96,2,0,0,2,3,3,3,2,2,0
STU5682,0,1,79,3,2,0,2,2,3,4,2,2,0
STU5683,1,1,89,3,4,4,2,4,4,5,3,3,1
STU5673,1,1,89,3,2,3,2,3,3,5,3,3,1
STU5671,1,1,42,3,3,3,2,3,3,3,2,2,1
STU5666,0,1,15,2,2,3,2,2,2,2,2,3,0
STU5667,0,1,15,3,2,3,2,3,3,3,3,3,1
STU5668,1,1,5,3,2,3,3,4,4,4,4,4,1
STU5669,0,1,19,3,2,2,2,3,3,3,3,3,1
STU5664,1,1,5,1,2,2,1,2,2,0,0,0,0
STU5655,1,1,2,3,3,3,2,2,4,2,3,2,0
STU5656,1,1,2,3,3,3,2,4,4,2,2,2,0
STU5659,1,1,19,3,2,2,2,3,3,3,3,3,1
STU5660,1,1,41,3,3,3,2,4,3,4,3,3,1
STU5661,1,1,2,3,3,3,2,4,4,2,0,2,0
STU5653,1,1,17,3,3,2,2,3,4,3,3,3,1
STU5647,0,1,4,3,2,2,0,3,3,2,3,2,0
STU5650,0,1,87,3,3,3,2,3,3,3,3,4,1
STU5651,0,1,95,2,2,2,0,2,2,2,2,3,0
STU5644,1,1,89,3,3,3,2,3,3,3,3,3,1
STU5645,0,1,2,3,2,3,4,3,3,3,4,4,1
STU5635,0,1,16,2,2,3,2,1,0,2,0,0,0
STU5636,0,1,77,3,3,3,2,3,4,3,3,4,1
STU5638,0,1,1,3,3,3,2,2,2,3,3,3,1
STU5639,1,1,95,3,2,2,0,3,3,3,3,3,1
STU5640,0,1,1,3,2,2,3,2,3,3,3,3,1
STU5631,1,1,4,3,2,3,3,4,3,2,3,3,0
STU5632,0,1,44,3,3,3,2,4,3,4,3,3,1
STU5633,1,1,17,4,4,4,4,4,4,4,4,3,1
STU5629,0,1,2,1,0,2,2,0,0,0,0,0,0
STU5625,0,1,5,3,2,0,3,3,4,4,3,4,0
STU5620,1,1,41,2,2,2,0,2,3,2,3,3,0
STU5617,1,1,42,2,3,2,2,3,2,4,0,2,0
STU5618,1,1,44,3,3,2,2,3,3,4,3,3,1
STU5614,1,1,78,3,2,2,2,3,3,4,4,4,1
STU5615,0,1,4,2,0,2,1,3,3,3,2,2,0
STU5606,0,1,2,4,4,4,4,4,4,3,4,4,1
STU5607,1,1,14,3,3,3,3,3,3,3,3,2,0
STU5609,1,1,1,2,2,3,2,2,2,3,2,2,0
STU5610,1,1,25,2,3,2,2,2,0,2,0,2,0
STU5485,1,1,78,3,2,3,2,3,3,4,4,3,1
STU5603,0,1,19,3,2,2,2,3,4,3,2,3,0
STU5597,1,1,1,3,2,2,3,2,2,2,3,3,1
STU5598,1,1,2,2,0,0,0,3,2,2,2,2,0
STU5599,1,1,15,2,2,2,1,0,2,1,2,4,0
STU5600,0,1,4,3,2,2,2,3,4,3,3,2,0
STU5595,0,1,19,3,3,4,3,3,4,3,3,3,1
STU5590,0,1,96,3,4,4,2,3,4,4,3,3,1
STU5591,1,1,41,3,3,3,3,3,3,4,2,3,1
STU5586,0,1,17,3,2,2,0,3,3,2,4,3,1
STU5581,0,1,19,3,2,2,2,3,3,3,2,4,1
STU5582,1,1,29,2,2,2,2,3,2,2,0,2,0
STU5578,0,1,77,3,3,2,0,3,3,4,2,4,1
STU5552,0,1,19,3,3,2,3,3,4,4,4,3,1
STU5573,0,1,11,2,2,2,2,2,2,2,2,2,0
STU5574,1,1,4,2,2,2,0,3,2,3,2,0,0
STU5575,1,1,17,3,4,3,3,4,4,3,3,3,1
STU5562,1,1,2,3,2,2,2,2,2,3,3,3,1
STU5563,0,1,2,3,2,3,2,3,3,3,3,3,1
STU5564,0,1,96,3,2,2,2,3,3,5,4,3,1
STU5565,1,1,4,2,2,2,2,3,2,3,2,2,0
STU5566,0,1,2,3,3,3,3,3,2,3,3,0,0
STU5567,0,1,1,3,3,2,2,2,2,3,3,3,1
STU5549,1,1,98,3,4,4,3,4,3,3,3,4,1
STU5546,0,1,96,3,2,3,2,2,3,5,3,3,1
STU5547,0,1,94,3,3,3,4,3,2,2,2,3,0
STU5556,0,1,96,3,4,3,3,3,3,4,3,3,1
STU5557,0,1,17,3,3,3,3,3,4,3,3,3,1
STU5558,1,1,78,3,3,2,1,3,3,4,0,3,0
STU5559,0,1,5,2,2,2,0,2,2,3,2,3,0
STU5560,0,1,89,2,2,2,1,3,2,4,2,2,0
STU5544,1,1,5,3,3,3,2,3,3,3,2,3,1
STU5540,0,1,25,3,3,2,0,2,2,4,2,3,0
STU5538,0,1,11,2,3,3,2,2,2,2,2,2,0
STU5535,0,1,14,3,3,3,3,3,3,3,3,3,1
STU5536,1,1,1,3,3,3,2,2,3,2,3,3,1
STU5533,1,1,30,4,3,3,3,4,4,3,4,4,1
STU5529,1,1,2,2,2,2,2,4,4,2,2,0,0
STU5527,0,1,1,3,2,3,3,2,3,3,2,3,1
STU5522,1,1,17,3,2,2,2,4,4,3,2,2,1
STU5523,1,1,89,3,3,4,2,3,3,4,2,3,1
STU5524,1,1,25,1,3,2,2,2,0,2,0,0,0
STU5518,0,1,1,3,3,3,3,3,3,3,3,3,1
STU5519,1,1,42,3,4,3,2,4,3,4,3,3,1
STU5516,0,1,19,3,3,2,3,3,2,3,3,3,1
STU5501,0,1,5,3,3,2,2,4,4,3,2,3,1
STU5506,1,1,2,3,2,3,2,2,3,3,2,3,1
STU5507,0,1,5,2,2,2,2,4,2,3,2,0,0
STU5508,0,1,1,3,2,3,3,3,3,3,3,3,1
STU5497,1,1,42,3,3,3,2,4,4,4,3,3,1
STU5498,1,1,5,2,0,2,3,3,2,2,0,0,0
STU5499,0,1,1,3,2,3,3,3,3,3,3,3,1
STU5494,1,1,87,2,2,3,2,2,2,2,2,3,0
STU5492,1,1,17,3,3,3,3,3,4,3,3,3,1
STU5489,0,1,89,3,3,3,2,4,4,5,3,4,1
STU5483,1,1,4,3,3,3,2,4,3,2,2,3,0
STU5481,0,1,14,3,3,3,3,3,3,4,3,3,1
STU5478,0,1,17,3,4,3,3,4,3,3,3,4,1
STU5474,0,1,14,3,3,2,3,2,2,2,3,3,1
STU5466,0,1,44,3,3,2,2,3,3,4,3,3,1
STU5469,1,1,1,3,3,3,3,3,3,3,3,3,1
STU5470,1,1,15,2,2,2,2,3,2,2,3,3,0
STU5471,0,1,17,3,2,3,2,3,3,4,3,3,1
STU5472,1,1,89,3,2,3,2,3,3,4,3,3,1
STU5463,1,1,17,3,3,3,2,2,2,2,2,3,0
STU5464,1,1,14,4,3,3,3,4,4,4,4,4,1
STU5454,1,1,42,1,2,0,0,3,2,2,0,1,0
STU5455,0,1,87,2,2,2,2,2,2,3,2,2,0
STU5456,0,1,11,3,2,2,2,3,2,2,3,3,1
STU5450,1,1,17,3,3,3,2,3,4,3,2,3,1
STU5451,0,1,1,3,3,3,2,2,2,2,3,3,1
STU5448,0,1,17,2,2,2,0,3,3,3,2,2,0
STU5445,1,1,17,3,3,3,3,3,3,3,3,3,1
STU5437,0,1,98,3,3,2,2,4,4,3,3,3,1
STU5441,0,1,96,3,2,2,2,3,3,3,3,3,1
STU5442,1,1,17,3,3,3,2,4,4,3,3,3,1
STU5443,0,1,14,3,3,3,2,3,0,3,2,3,1
STU5435,0,1,87,3,2,2,3,3,3,3,3,4,1
STU5427,0,1,14,3,3,3,2,3,3,3,4,4,1
STU5428,0,1,95,2,2,2,0,3,3,3,2,3,0
STU5431,1,1,42,2,3,3,2,2,2,4,1,2,0
STU5432,1,1,17,3,3,3,2,3,4,3,3,2,1
STU5433,1,1,77,2,2,2,0,2,2,3,2,3,0
STU5425,0,1,1,2,0,2,2,2,2,3,0,2,0
STU5422,0,1,17,3,3,2,2,4,3,3,3,3,1
STU5419,0,1,14,3,3,2,3,2,0,3,3,4,1
STU5420,1,1,17,3,2,2,2,4,3,3,3,3,1
STU5411,0,1,97,3,2,3,2,3,3,3,3,3,1
STU5416,0,1,15,3,2,3,2,3,3,3,3,3,1
STU5417,1,1,89,3,2,2,2,3,3,5,3,2,0
STU5408,0,1,4,2,2,2,1,3,3,2,2,2,0
STU5409,1,1,9,3,2,1,2,4,4,3,3,3,1
STU5403,0,1,1,3,3,3,2,3,2,2,3,3,1
STU5404,1,1,15,2,0,2,2,3,2,2,0,3,0
STU5389,1,1,4,3,3,3,2,2,4,3,3,3,1
STU5401,1,1,77,3,3,3,2,3,3,3,2,3,0
STU5391,1,1,17,3,3,2,2,3,4,4,3,3,1
STU5392,0,1,1,3,3,3,3,3,3,3,3,2,1
STU5393,1,1,5,3,3,3,2,3,4,3,2,3,1
STU5394,1,1,97,3,3,3,3,3,4,5,4,3,1
STU5395,1,1,17,3,2,2,2,3,3,3,2,2,1
STU5396,1,1,89,3,3,3,2,3,3,4,2,2,1
STU5397,1,1,89,3,3,3,0,3,3,5,2,3,1
STU5384,1,1,17,3,4,4,3,4,4,4,4,2,1
STU5385,0,1,89,4,4,4,3,4,4,5,3,4,1
STU5386,0,1,15,3,3,4,3,3,3,3,3,4,1
STU5387,1,1,96,3,3,2,2,3,4,5,2,3,1
STU5380,0,1,1,2,2,2,2,2,2,2,2,2,0
STU5376,1,1,1,3,3,3,2,3,2,3,3,3,1
STU5377,0,1,17,2,2,2,0,3,3,2,2,2,0
STU5374,1,1,42,3,2,3,3,4,3,5,3,4,1
STU5371,1,1,42,3,3,4,3,3,4,4,3,3,1
STU5362,0,1,97,3,3,3,3,3,4,4,2,3,1
STU5363,0,1,15,3,2,3,2,3,2,3,3,4,1
STU5364,0,1,2,1,2,2,0,2,2,1,0,0,0
STU5360,1,1,19,3,3,3,3,3,3,4,3,4,1
STU5352,1,1,5,2,2,2,2,4,3,2,1,0,0
STU5353,0,1,25,3,2,2,2,3,3,4,2,3,1
STU5356,0,1,2,3,2,3,2,3,3,3,3,3,0
STU5357,1,1,14,3,3,2,2,3,3,3,3,4,1
STU5358,0,1,2,3,3,4,2,4,4,3,3,3,1
STU5350,1,1,24,3,2,2,2,3,3,3,2,2,1
STU5348,1,1,89,3,4,3,3,3,3,4,3,3,1
STU5345,1,1,87,3,3,3,2,3,2,3,2,2,1
STU5343,0,1,17,3,3,3,3,4,4,4,4,3,1
STU5340,1,1,1,3,3,3,2,2,2,3,3,3,1
STU5338,0,1,1,3,3,3,2,2,3,2,3,3,1
STU5333,0,1,1,3,3,2,3,3,3,3,2,3,0
STU5334,0,1,77,3,2,2,2,3,3,4,2,3,1
STU5335,0,1,77,3,3,3,2,4,4,4,3,4,1
STU5327,1,1,89,3,3,2,0,3,3,3,2,2,1
STU5328,1,1,89,3,3,2,2,3,3,4,2,2,1
STU5329,0,1,44,3,3,3,3,4,3,4,3,4,1
STU5330,1,1,5,3,3,4,3,4,2,2,2,0,0
STU5331,1,1,89,3,3,4,2,3,3,5,2,3,1
STU5324,1,1,1,2,3,3,2,2,3,2,3,3,0
STU5318,1,1,30,3,2,2,2,3,3,2,2,3,1
STU5319,1,1,98,3,3,3,2,3,3,3,3,3,1
STU5315,0,1,89,4,2,3,3,4,4,5,4,3,1
STU5309,1,1,14,3,3,3,3,3,4,3,3,3,0
STU5313,0,1,5,3,2,2,2,3,3,3,3,3,1
STU5306,1,1,5,4,4,4,3,4,4,3,3,3,1
STU5300,0,1,14,3,3,3,3,3,0,3,3,3,1
STU5268,1,1,17,4,4,4,4,4,4,4,4,4,1
STU5296,0,1,1,2,3,2,2,2,2,2,2,2,0
STU5297,1,1,17,2,2,1,0,4,4,3,2,2,0
STU5298,0,1,15,3,2,3,2,3,2,3,2,4,1
STU5276,1,1,5,2,2,2,0,3,2,2,2,2,0
STU5277,1,1,14,3,3,3,3,3,3,3,3,3,1
STU5278,0,1,42,3,3,3,2,4,3,4,2,3,1
STU5279,1,1,2,3,3,2,2,3,3,2,3,3,1
STU5287,1,1,15,3,3,3,2,3,3,3,3,4,1
STU5288,1,1,1,2,2,2,2,3,2,2,3,3,0
STU5289,0,1,19,2,2,2,0,4,3,2,2,2,0
STU5291,0,1,17,3,2,2,3,4,4,4,4,3,1
STU5292,1,1,89,3,3,3,2,3,3,4,2,3,1
STU5272,0,1,15,3,2,3,2,3,3,3,3,4,1
STU5273,0,1,17,3,2,3,2,3,4,3,2,3,1
STU5274,0,1,14,3,3,2,3,3,3,3,4,4,1
STU5265,0,1,45,3,3,3,3,3,3,4,3,3,1
STU5258,1,1,18,2,3,2,2,3,3,2,2,2,0
STU5262,0,1,87,2,0,0,3,2,3,3,2,3,0
STU5263,0,1,96,3,3,3,3,3,3,4,3,4,1
STU5254,1,1,4,2,0,2,1,4,2,2,0,0,0
STU5255,1,1,5,1,2,2,0,3,2,1,0,0,0
STU5256,1,1,77,2,0,1,2,2,2,4,1,3,0
STU5251,0,1,2,3,3,3,2,3,4,3,3,3,1
STU5252,1,1,17,3,4,3,3,3,4,3,3,2,1
STU5237,1,1,24,3,2,2,2,3,3,3,2,3,1
STU5238,1,1,19,2,2,0,2,3,2,2,2,3,0
STU5239,1,1,9,2,3,1,2,4,3,3,1,1,0
STU5241,1,1,2,3,2,3,0,3,4,0,2,2,0
STU5242,1,1,2,2,3,3,0,2,4,2,0,2,0
STU5243,1,1,17,2,3,2,2,2,3,2,2,2,0
STU5244,1,1,89,3,3,3,3,3,3,3,3,3,1
STU5245,0,1,9,2,0,1,2,3,3,3,2,3,0
STU5246,1,1,9,1,2,0,0,3,2,2,0,0,0
STU5235,1,1,1,3,3,3,2,2,2,3,3,3,1
STU5232,1,1,17,3,3,3,2,4,4,3,2,2,0
STU5233,0,1,14,3,2,2,2,3,3,3,2,3,1
STU5226,0,1,87,3,2,2,2,3,3,3,3,3,1
STU5227,1,1,78,3,3,3,2,3,3,4,3,3,0
STU5228,1,1,15,3,2,3,2,3,3,3,3,3,1
STU5229,0,1,95,3,2,2,2,3,3,3,2,3,1
STU5224,1,1,97,2,2,0,2,2,3,3,1,0,0
STU5221,1,1,33,3,2,2,2,3,3,4,3,3,1
STU5222,0,1,19,2,2,2,1,3,3,2,2,3,0
STU5208,0,1,1,2,2,2,0,2,2,0,0,2,0
STU5209,1,1,5,3,3,3,3,4,3,2,3,3,0
STU5188,1,1,2,3,3,4,2,3,4,3,3,3,1
STU5213,1,1,1,3,3,4,3,3,3,3,3,3,1
STU5214,0,1,15,3,2,3,3,3,3,3,3,3,1
STU5215,1,1,41,3,2,2,2,3,2,3,2,2,0
STU5216,1,1,9,1,2,1,2,3,2,2,0,0,0
STU5217,0,1,1,3,2,2,2,2,2,2,3,3,1
STU5218,0,1,44,2,2,2,2,2,2,4,2,3,0
STU5219,1,1,18,2,3,0,2,2,3,2,2,2,0
STU5203,0,1,97,3,4,3,3,4,4,4,3,3,1
STU5204,0,1,2,2,2,2,0,2,3,2,2,2,0
STU5205,1,1,2,1,0,2,0,0,0,0,0,0,0
STU5197,1,1,98,3,4,3,2,3,3,3,0,3,0
STU5198,0,1,29,2,2,2,2,3,2,2,2,3,0
